edge-id,source,source-id,category,category-overarching,target-id,target
e0906,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,printed by,the labor of printing,p0174,John Dawson
e0905,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,printed for,the labor of printing,p0173,Charles Greene
e0616,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,with a letter to the reader by,preliminary content / preliminaries,p0086,Nathaniel Whiting
e0794,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,with an imprimatur by,the labor of printing,p0147,Samuel Baker
e0617,"Nathaniel Whiting, Le hore di recreatione: or, The pleasant historie of Albino and Bellama (1637)",b0313,written by,authorship,p0086,Nathaniel Whiting
e1610,"Nicholas Darton, The true and absolute bishop with the converts returne unto him (1641)",b0341,dedicated to,dedication,p0577,William Fiennes
e1529,"Nicholas Darton, The true and absolute bishop with the converts returne unto him (1641)",b0341,printed by,the labor of printing,p0524,Thomas Badger
e1574,"Nicholas Darton, The true and absolute bishop with the converts returne unto him (1641)",b0341,with a letter to the reader by,preliminary content / preliminaries,p0543,Nicholas Darton
e1575,"Nicholas Darton, The true and absolute bishop with the converts returne unto him (1641)",b0341,written by,authorship,p0543,Nicholas Darton
e1519,"Nicholas Mosley, Psychosophia or, Natural & divine contemplations of the passions & faculties of the soul of man (1653)",b0360,dedicated to,dedication,p0520,Robert Booth
e1578,"Nicholas Mosley, Psychosophia or, Natural & divine contemplations of the passions & faculties of the soul of man (1653)",b0360,with a letter to the reader by,preliminary content / preliminaries,p0546,Nicholas Mosley
e1599,"Nicholas Mosley, Psychosophia or, Natural & divine contemplations of the passions & faculties of the soul of man (1653)",b0360,with a letter to the reader by,preliminary content / preliminaries,p0565,R. Bride-oake
e1617,"Nicholas Mosley, Psychosophia or, Natural & divine contemplations of the passions & faculties of the soul of man (1653)",b0360,with a letter to the reader by,preliminary content / preliminaries,p0584,Sa. Rutter
e1579,"Nicholas Mosley, Psychosophia or, Natural & divine contemplations of the passions & faculties of the soul of man (1653)",b0360,written by,authorship,p0546,Nicholas Mosley
e1473,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0486,J. Bastard
e1468,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0481,Jo. Bradford
e1065,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0253,Nicholas Toll
e1063,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0251,Owen Barne
e1062,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0250,Ralph Piggot
e1303,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0380,Robert Thorowgood
e1067,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0255,Thomas Leech
e1064,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0252,Thomas Parkin
e1396,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0424,"Thomas Parkin, Jr."
e1066,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0254,Thomas Toll
e1742,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p8076,unidentified writer (39)
e1743,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p8077,unidentified writer (40)
e1744,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p8078,unidentified writer (41)
e1469,"Nicholas Murford, Fragmenta poetica (1650)",b0201,contains commendatory verses by,preliminary content / preliminaries,p0482,W. Skynner
e1618,"Nicholas Murford, Fragmenta poetica (1650)",b0201,dedicated to,dedication,p0585,God
e0618,"Nicholas Murford, Fragmenta poetica (1650)",b0201,with a letter to the reader by,preliminary content / preliminaries,p0087,Nicholas Murford
e0619,"Nicholas Murford, Fragmenta poetica (1650)",b0201,written by,authorship,p0087,Nicholas Murford
e1407,"Nicolas Hunt, The nevv-borne Christian (1634)",b0322,dedicated to,dedication,p0430,Thomas Coventry
e1576,"Nicolas Hunt, The nevv-borne Christian (1634)",b0322,with a letter to the reader by,preliminary content / preliminaries,p0545,Nicholas Hunt
e1577,"Nicolas Hunt, The nevv-borne Christian (1634)",b0322,written by,authorship,p0545,Nicholas Hunt
e1326,"Paolo Paruta, Politick discourses (1657)",b0208,has engravings by,illustration,p0391,William Faithorne
e0880,"Paolo Paruta, Politick discourses (1657)",b0208,translated by,authorship,p0168,Henry Carey
e0623,"Paolo Paruta, Politick discourses (1657)",b0208,written by,authorship,p0090,Paolo Paruta
e1294,"Paolo Sarpi, The history of the Inquisition (1639)",b0334,has engravings by,illustration,p0372,Pierre Lombart
e1566,"Paolo Sarpi, The history of the Inquisition (1639)",b0334,printed by,the labor of printing,p0538,John Okes
e0678,"Paolo Sarpi, The history of the Inquisition (1639)",b0334,translated by,authorship,p0113,Robert Gentilis
e0361,"Paolo Sarpi, The history of the Inquisition (1639)",b0334,with a letter to the reader by,preliminary content / preliminaries,p0001,Humphrey Moseley
e1428,"Paolo Sarpi, The history of the Inquisition (1639)",b0334,written by,authorship,p0446,Paolo Sarpi
e1292,"Paolo Sarpi, The history of the Inquisition (1655)",b0247,has engravings by,illustration,p0372,Pierre Lombart
e0677,"Paolo Sarpi, The history of the Inquisition (1655)",b0247,translated by,authorship,p0113,Robert Gentilis
e1427,"Paolo Sarpi, The history of the Inquisition (1655)",b0247,written by,authorship,p0446,Paolo Sarpi
e1640,"Peter Du Moulin, A week of soliloquies and prayers (1657)",b0102,dedicated to,dedication,p0606,"Elizabeth, Countess of Corke"
e0635,"Peter Du Moulin, A week of soliloquies and prayers (1657)",b0102,with a letter to the reader by,preliminary content / preliminaries,p0096,Pierre Du Moulin
e0636,"Peter Du Moulin, A week of soliloquies and prayers (1657)",b0102,written by,authorship,p0096,Pierre Du Moulin
e1295,"Peter Du Moulin, Of peace and contentment of minde (1657)",b0103,dedicated to,dedication,p0373,Richard Boyle
e0637,"Peter Du Moulin, Of peace and contentment of minde (1657)",b0103,written by,authorship,p0096,Pierre Du Moulin
e1281,"Peter Heylyn, The parable of the tares expounded & applyed (1659)",b0128,dedicated to,dedication,p0363,Lawrence Bathurst
e1647,"Peter Heylyn, The parable of the tares expounded & applyed (1659)",b0128,printed by,the labor of printing,p8000,printer only identified by initials
e0624,"Peter Heylyn, The parable of the tares expounded & applyed (1659)",b0128,with a letter to the reader by,preliminary content / preliminaries,p0091,Peter Heylyn
e0625,"Peter Heylyn, The parable of the tares expounded & applyed (1659)",b0128,written by,authorship,p0091,Peter Heylyn
e1007,"Philip Massinger, Three new playes (1655)",b0191,has engravings by,illustration,p0211,Thomas Cross
e1109,"Philip Massinger, Three new playes (1655)",b0191,printed by,the labor of printing,p0269,Thomas Newcomb
e0634,"Philip Massinger, Three new playes (1655)",b0191,written by,authorship,p0094,Philip Massinger
e1818,"Philomusus , The academy of complements  (1640)",b0372,dedicated to,dedication,p8004,group of people
e1539,"Philomusus , The academy of complements  (1640)",b0372,printed by,the labor of printing,p0524,Thomas Badger
e1798,"Philomusus , The academy of complements  (1640)",b0372,with a letter to the reader by,preliminary content / preliminaries,p8130,unidentified writer (93)
e1811,"Philomusus , The academy of complements  (1640)",b0372,written by,authorship,p8142,unidentified writer (105)
e1817,"Philomusus , The academy of complements  (1645)",b0353,dedicated to,dedication,p8004,group of people
e0824,"Philomusus , The academy of complements  (1645)",b0353,has a frontispiece engraved by,illustration,p0153,William Marshall
e1537,"Philomusus , The academy of complements  (1645)",b0353,printed by,the labor of printing,p0524,Thomas Badger
e1797,"Philomusus , The academy of complements  (1645)",b0353,with a letter to the reader by,preliminary content / preliminaries,p8129,unidentified writer (92)
e1810,"Philomusus , The academy of complements  (1645)",b0353,written by,authorship,p8141,unidentified writer (104)
e0811,"Philomusus , The academy of complements  (1650)",b0211,has a frontispiece engraved by,illustration,p0153,William Marshall
e1401,"Philomusus , The academy of complements  (1650)",b0211,written by,authorship,p0428,John Gough
e0812,"Philomusus , The academy of complements  (1658)",b0212,has a frontispiece engraved by,illustration,p0153,William Marshall
e1402,"Philomusus , The academy of complements  (1658)",b0212,written by,authorship,p0428,John Gough
e1815,"Philomusus , The academy of complements (1640)",b0336,dedicated to,dedication,p8004,group of people
e0822,"Philomusus , The academy of complements (1640)",b0336,has a frontispiece engraved by,illustration,p0153,William Marshall
e1524,"Philomusus , The academy of complements (1640)",b0336,printed by,the labor of printing,p0524,Thomas Badger
e1795,"Philomusus , The academy of complements (1640)",b0336,with a letter to the reader by,preliminary content / preliminaries,p8127,unidentified writer (90)
e1808,"Philomusus , The academy of complements (1640)",b0336,written by,authorship,p8139,unidentified writer (102)
e1819,"Philomusus , The academy of complements (1646)",b0375,dedicated to,dedication,p8004,group of people
e1635,"Philomusus , The academy of complements (1646)",b0375,printed by,the labor of printing,p0600,M. Bell
e1799,"Philomusus , The academy of complements (1646)",b0375,with a letter to the reader by,preliminary content / preliminaries,p8131,unidentified writer (94)
e1812,"Philomusus , The academy of complements (1646)",b0375,written by,authorship,p8143,unidentified writer (106)
e1400,"Philomusus , The Marrovv of complements (1654)",b0213,with a letter to the reader by,preliminary content / preliminaries,p0428,John Gough
e1785,"Philomusus , The Marrovv of complements (1654)",b0213,with a letter to the reader by,preliminary content / preliminaries,p8120,unidentified writer (83)
e1403,"Philomusus , The Marrovv of complements (1654)",b0213,written by,authorship,p0428,John Gough
e0868,"Pierre Corneille, The Cid a tragicomedy, out of French made English, and acted before Their Majesties at court, and on the Cock-pit stage in Dru (1650)",b0078,dedicated to,dedication,p0165,Edward Sackville
e0928,"Pierre Corneille, The Cid a tragicomedy, out of French made English, and acted before Their Majesties at court, and on the Cock-pit stage in Dru (1650)",b0078,printed by,the labor of printing,p0184,William Wilson
e0866,"Pierre Corneille, The Cid a tragicomedy, out of French made English, and acted before Their Majesties at court, and on the Cock-pit stage in Dru (1650)",b0078,translated by,authorship,p0164,Joseph Rutter
e0867,"Pierre Corneille, The Cid a tragicomedy, out of French made English, and acted before Their Majesties at court, and on the Cock-pit stage in Dru (1650)",b0078,with a letter to the reader by,preliminary content / preliminaries,p0164,Joseph Rutter
e0389,"Pierre Corneille, The Cid a tragicomedy, out of French made English, and acted before Their Majesties at court, and on the Cock-pit stage in Dru (1650)",b0078,written by,authorship,p0020,Pierre Corneille
e1251,"Pierre Gassendi, The mirrour of true nobility and gentility  (1657)",b0117,dedicated to,dedication,p0345,John Evelyn
e1476,"Pierre Gassendi, The mirrour of true nobility and gentility  (1657)",b0117,dedicated to,dedication,p0489,Ludovic Valesius
e1584,"Pierre Gassendi, The mirrour of true nobility and gentility  (1657)",b0117,has a frontispiece engraved by,illustration,p0550,Richard Gaywood
e1267,"Pierre Gassendi, The mirrour of true nobility and gentility  (1657)",b0117,printed by,the labor of printing,p0355,John Streater
e1415,"Pierre Gassendi, The mirrour of true nobility and gentility  (1657)",b0117,translated by,authorship,p0436,William Rand
e0435,"Pierre Gassendi, The mirrour of true nobility and gentility  (1657)",b0117,written by,authorship,p0034,Pierre Gassendi
e1678,"Pierre Gassendi, The vanity of judiciary astrology (1659)",b0118,has a frontispiece engraved by,illustration,p8007,unidentified engraver (1)
e1668,"Pierre Gassendi, The vanity of judiciary astrology (1659)",b0118,translated by,authorship,p8030,unidentified translator (1)
e0436,"Pierre Gassendi, The vanity of judiciary astrology (1659)",b0118,written by,authorship,p0034,Pierre Gassendi
e1001,"Procopius , The history of the warres of the Emperour Justinian in eight books (1653)",b0218,has a frontispiece engraved by,illustration,p0211,Thomas Cross
e1233,"Procopius , The history of the warres of the Emperour Justinian in eight books (1653)",b0218,translated by,authorship,p0337,Henry Holcroft
e0642,"Procopius , The history of the warres of the Emperour Justinian in eight books (1653)",b0218,written by,authorship,p0100,Procopius
e1527,"Ralph Maddison, Englands looking in and out (1640)",b0339,printed by,the labor of printing,p0524,Thomas Badger
e0647,"Ralph Maddison, Englands looking in and out (1640)",b0339,written by,authorship,p0103,Ralph Maddison
e1532,"Ralph Maddison, Englands looking in and out (1641)",b0345,printed by,the labor of printing,p0524,Thomas Badger
e0648,"Ralph Maddison, Englands looking in and out (1641)",b0345,written by,authorship,p0103,Ralph Maddison
e1183,"Ralph Maddison, Great Britains remembrancer (1654)",b0181,dedicated to,dedication,p0311,King Charles II
e1108,"Ralph Maddison, Great Britains remembrancer (1654)",b0181,printed by,the labor of printing,p0269,Thomas Newcomb
